1.0,1.0,1.0,0.0,6.0,1.0,0.0,1.0,0.0:0.632894789,0.188560754,0.178544457,0.0
1.0,1.0,1.0,0.0,6.0,1.0,0.0,1.0,0.0:0.506868478,0.333867519,0.159264004,0.0
1.0,1.0,1.0,0.0,6.0,1.0,0.0,1.0,0.0:0.516216481,0.331560806,0.152222713,0.0
1.0,1.0,1.0,0.0,12.0,1.0,0.0,1.0,0.0:0.740043972,0.144004348,0.11595168,0.0
1.0,1.0,1.0,0.0,12.0,1.0,0.0,1.0,0.0:0.574859326,0.312801297,0.112339376,0.0
1.0,1.0,1.0,0.0,24.0,1.0,0.0,1.0,0.0:0.798400839,0.108314764,0.093284397,0.0
1.0,1.0,1.0,0.0,24.0,1.0,0.0,1.0,0.0:0.78360468,0.122160408,0.094234912,0.0
1.0,1.0,1.0,0.0,24.0,1.0,0.0,1.0,0.0:0.774833613,0.124874044,0.100292343,0.0
1.0,1.0,1.0,0.0,48.0,1.0,0.0,1.0,0.0:0.998447767,0.000517411,0.001034822,0.0
1.0,1.0,1.0,0.0,48.0,1.0,0.0,1.0,0.0:0.996331245,0.000865826,0.002802929,0.0
1.0,1.0,1.0,0.0,72.0,1.0,0.0,1.0,0.0:0.999780803,0.000146131,7.30656e-05,0.0
1.0,1.0,1.0,0.0,72.0,1.0,0.0,1.0,0.0:0.995482234,0.002690355,0.001827411,0.0
1.0,1.0,1.0,0.0,72.0,1.0,0.0,1.0,0.0:0.999424209,0.000575791,0.0,0.0
1.0,1.0,1.0,0.0,6.0,0.0,1.0,1.0,0.0:0.403927224,0.308427631,0.287645145,0.0
1.0,1.0,1.0,0.0,6.0,0.0,1.0,1.0,0.0:0.629806814,0.171951768,0.198241418,0.0
1.0,1.0,1.0,0.0,12.0,0.0,1.0,1.0,0.0:0.489615391,0.261903227,0.248481382,0.0
1.0,1.0,1.0,0.0,12.0,0.0,1.0,1.0,0.0:0.546268563,0.27303479,0.180696647,0.0
1.0,1.0,1.0,0.0,12.0,0.0,1.0,1.0,0.0:0.467962224,0.244156904,0.287880871,0.0
1.0,1.0,1.0,0.0,24.0,0.0,1.0,1.0,0.0:0.500024415,0.244189169,0.255786415,0.0
1.0,1.0,1.0,0.0,24.0,0.0,1.0,1.0,0.0:0.543792905,0.188337094,0.267870001,0.0
1.0,1.0,1.0,0.0,48.0,0.0,1.0,1.0,0.0:0.583438478,0.176721654,0.239839868,0.0
1.0,1.0,1.0,0.0,48.0,0.0,1.0,1.0,0.0:0.773627815,0.212503837,0.013868348,0.0
1.0,1.0,1.0,0.0,48.0,0.0,1.0,1.0,0.0:0.823123209,0.153411662,0.023465129,0.0
1.0,1.0,1.0,0.0,72.0,0.0,1.0,1.0,0.0:0.948782763,0.00075231,0.050464927,0.0
1.0,1.0,1.0,0.0,72.0,0.0,1.0,1.0,0.0:0.998427808,0.001356823,0.000215369,0.0
1.0,1.0,1.0,0.0,6.0,1.0,0.0,0.0,1.0:0.356860214,0.406196503,0.236943283,0.0
1.0,1.0,1.0,0.0,6.0,1.0,0.0,0.0,1.0:0.371086784,0.384547751,0.244365465,0.0
1.0,1.0,1.0,0.0,12.0,1.0,0.0,0.0,1.0:0.506052503,0.36170874,0.132238756,0.0
1.0,1.0,1.0,0.0,24.0,1.0,0.0,0.0,1.0:0.550826099,0.293976944,0.155196957,0.0
1.0,1.0,1.0,0.0,24.0,1.0,0.0,0.0,1.0:0.544070759,0.283025263,0.172903978,0.0
1.0,1.0,1.0,0.0,48.0,1.0,0.0,0.0,1.0:0.779548664,0.177176701,0.043274635,0.0
1.0,1.0,1.0,0.0,72.0,1.0,0.0,0.0,1.0:0.995248304,0.003801357,0.000950339,0.0
1.0,1.0,1.0,0.0,72.0,1.0,0.0,0.0,1.0:0.998074548,0.000334861,0.00159059,0.0
1.0,1.0,1.0,0.0,6.0,0.0,1.0,0.0,1.0:0.538533739,0.270319635,0.191146626,0.0
1.0,1.0,1.0,0.0,12.0,0.0,1.0,0.0,1.0:0.542687821,0.256232316,0.201079863,0.0
1.0,1.0,1.0,0.0,12.0,0.0,1.0,0.0,1.0:0.47327056,0.290671913,0.236057527,0.0
1.0,1.0,1.0,0.0,24.0,0.0,1.0,0.0,1.0:0.532738063,0.224712613,0.242549324,0.0
1.0,1.0,1.0,0.0,48.0,0.0,1.0,0.0,1.0:0.659555542,0.197307755,0.143136703,0.0
1.0,1.0,1.0,0.0,48.0,0.0,1.0,0.0,1.0:0.562891068,0.224778703,0.212330229,0.0
1.0,1.0,1.0,0.0,72.0,0.0,1.0,0.0,1.0:0.990841081,0.008625965,0.000532954,0.0
1.0,1.0,1.0,1.0,6.0,1.0,0.0,1.0,0.0:0.642208668,0.109837544,0.127630697,0.120323091
1.0,1.0,1.0,1.0,6.0,1.0,0.0,1.0,0.0:0.643098232,0.115968653,0.129535265,0.111397849
1.0,1.0,1.0,1.0,6.0,1.0,0.0,1.0,0.0:0.416002191,0.240082663,0.118198851,0.225716295
1.0,1.0,1.0,1.0,12.0,1.0,0.0,1.0,0.0:0.623899693,0.152632776,0.099903332,0.123564199
1.0,1.0,1.0,1.0,12.0,1.0,0.0,1.0,0.0:0.658358408,0.125911255,0.103545991,0.112184346
1.0,1.0,1.0,1.0,12.0,1.0,0.0,1.0,0.0:0.312918785,0.303620124,0.104886574,0.278574517
1.0,1.0,1.0,1.0,24.0,1.0,0.0,1.0,0.0:0.708536791,0.112420722,0.072094067,0.10694842
