1.855272383824136728236453564022667706012725830078125,-0.08835917379595041587503345681398059241473674774169921875,0.07840064268803172142785484766136505641043186187744140625,0.12308004333636497762416439627486397512257099151611328125,0.1566676987695792278021400534271379001438617706298828125,-0.038001748496665731236188179309465340338647365570068359375,-0.2428192647080125166070274644880555570125579833984375,0.1508792385180772466224397021505865268409252166748046875,-0.383522107027943592871821465450921095907688140869140625,-0.046320330832552984723360367524946923367679119110107421875,-0.00857820796891326821376200228996822261251509189605712890625,0.111190571472477184311600240107509307563304901123046875,-0.6275622789585149075008985164458863437175750732421875
-0.007004508567579487317289466119518692721612751483917236328125,0.09703742219731066598331636896546115167438983917236328125,0.11911145284136694100229902915089041925966739654541015625,-0.03218054103203656091114481796466861851513385772705078125,0.143049687293686889066890444155433215200901031494140625,0.3036567792388689124294387511326931416988372802734375,0.08842106308558951577314388714512460865080356597900390625,0.413815968758231289559290644319844432175159454345703125,0.414420239921407917993434466552571393549442291259765625,0.158141905223516843204123460964183323085308074951171875,0.2006046401601822848359546469509950838983058929443359375,1.8949733724275030777306483287247829139232635498046875,-0.09494183713211863662184697432167013175785541534423828125
0.12277297572548022397409539507862064056098461151123046875,0.074352121368333967676989004758070223033428192138671875,0.1305544076273362497087049405308789573609828948974609375,-0.25004797932034239504872630277532152831554412841796875,-0.1021358135137833411665297944637131877243518829345703125,0.10013828740408646511550472268936573527753353118896484375,-0.355591012058844746501762301704729907214641571044921875,0.07856213790290478282685171507182531058788299560546875,0.06790589848417973029004457430346519686281681060791015625,-0.02341155692610615013382613369685714133083820343017578125,0.78057261592057347598938576993532478809356689453125,0.190957368474789224155330202847835607826709747314453125,-0.017324805175383019284485186517485999502241611480712890625
0.09417039369243808411003016090035089291632175445556640625,0.23365037250439291138803810099489055573940277099609375,-0.1032004588963061630924045175561332143843173980712890625,0.0055458694802104462062697365354324574582278728485107421875,0.1130618226231046852259254364980733953416347503662109375,0.030825050916914738252661010164956678636372089385986328125,0.07072991819448064265696274333095061592757701873779296875,0.0959918089905802129901957187030347995460033416748046875,0.0040717540285569765734496883169413194991648197174072265625,0.683537184988818768971441386383958160877227783203125,-0.05085109104690206660581708320023608393967151641845703125,-0.0027372278960391522271977660096808904199860990047454833984375,0.1298313102657129014527725985317374579608440399169921875
0.07014850341054910953797474348903051577508449554443359375,-0.1116080567173714788165028721778071485459804534912109375,0.02009978622750545340647221337349037639796733856201171875,0.08515860023157530156456829217859194613993167877197265625,0.03787432484488449657700215311706415377557277679443359375,0.056996787894183505163159253470439580269157886505126953125,0.173646466355927342473108865306130610406398773193359375,0.11590606359058429342123730521052493713796138763427734375,0.02244872077801540743990926785045303404331207275390625,-0.10506631501027864639130626756013953126966953277587890625,0.180079251365277082097549055106355808675289154052734375,0.1005940426794366959750703927056747488677501678466796875,0.08023240584081316184583698714050115086138248443603515625
-0.06375340334199673664183904975288896821439266204833984375,0.077665890922622826675336682455963455140590667724609375,0.119330031714384332541811772898654453456401824951171875,-0.07208469874304331004299939422708121128380298614501953125,0.11338172139013032169163608386952546425163745880126953125,0.191591465566722185531745026310090906918048858642578125,0.06596585699871805597016560795964323915541172027587890625,1.04232349923469058694536215625703334808349609375,0.034780696222490241342750749709011870436370372772216796875,0.0034167473522764414510521913115326242404989898204803466796875,0.26335334194775217309114623276400379836559295654296875,0.26866825731119181597250644699670374393463134765625,-0.203652582167068552099209455263917334377765655517578125
-0.04407820314816106310740195795006002299487590789794921875,0.12415127724399065145544085453366278670728206634521484375,-0.1342851949530110555741657663020305335521697998046875,0.1702095366035326906573033056702115572988986968994140625,0.07435847244183525772687204380417824722826480865478515625,-0.1337598774219340980184966838351101614534854888916015625,0.91126185411996651897226229266379959881305694580078125,-0.0676616688155396717174738796529709361493587493896484375,0.0979433809448156111887584529540617950260639190673828125,-0.05031540404680918954216650718080927617847919464111328125,0.22877703727203602124262715733493678271770477294921875,-0.07867932869401285389532318959027179516851902008056640625,-0.031477319452446091141428752280262415297329425811767578125
0.10427482727719651622866336992956348694860935211181640625,-0.0227605223192024024025936768111932906322181224822998046875,0.1841258264325234816904952594995847903192043304443359375,0.2253873957219667267803941967940772883594036102294921875,0.06950693182962837390892474331849371083080768585205078125,0.333735373150151837240429131270502693951129913330078125,0.10529395155533892436405807302435277961194515228271484375,0.00963562151109721709563160629841149784624576568603515625,0.204216340306624888345510271392413415014743804931640625,0.267913829890181975912355483160354197025299072265625,0.092693526198912523650363937122165225446224212646484375,0.04253997315323106154227872366391238756477832794189453125,0.09460310388289920602300497876058216206729412078857421875
-0.01175056391263811818304052536632298142649233341217041015625,0.1333191053364157496741171371468226425349712371826171875,0.11241118264663348125242947617152822203934192657470703125,-0.014863298993600469743991965287932544015347957611083984375,0.1802376787699071503112691061687655746936798095703125,0.10722052299794256058351749061330338008701801300048828125,0.2367115436174609677255631368097965605556964874267578125,0.219948920565189276477013891053502447903156280517578125,0.220173871755854955178932641501887701451778411865234375,0.15494617327106185999952003840007819235324859619140625,-0.0296654784313151904939775960201586713083088397979736328125,0.12444985694439225643037616464425809681415557861328125,0.038423996748922932542580355175232398323714733123779296875
-0.02191328862131229626708517344013671390712261199951171875,0.181913216425761969929908445919863879680633544921875,0.1296085952625922466108221442482317797839641571044921875,0.87233008522975141740829485570429824292659759521484375,0.04048405846895776483140849677511141635477542877197265625,0.0168644612734997721703589235175968497060239315032958984375,0.1022957797810868374455139928613789379596710205078125,-0.018355846608750038539970006468138308264315128326416015625,-0.169227721076168791114469058811664581298828125,0.08560796092953255886914831762624089606106281280517578125,0.1640435964350106801123985178492148406803607940673828125,0.00147313486030672805872365760393449818366207182407379150390625,0.2136159535562665301444695842292276211082935333251953125
