0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017,0.031,0.038,0.055,0.088,0.114,0.14,0.131,0.245,0.316,0.424,0.481,0.531,0.809,1.171,1.411,1.849,2.303,2.253,2.394,2.198,1.901,1.597,1.273,0.797,0.947,0.892,0.857,0.942,1.106,1.123,1.185,1.054,1.232,1.394,1.585,1.573,1.597,1.856,2.394,2.344,2.446,2.498,2.686,3.207,3.419,3.157,3.302,3.552,3.643,4.08,4.031,4.119,4.699,5.322,5.775,6.129,5.848,6.15,7.005,7.338,7.69,8.166,8.989,10.15,10.723,11.014,11.742,13.086,13.755,13.919,14.107,15.223,15.706,16.626,16.817,17.088,16.807,18.877,19.667,21.687,22.898,24.031,25.558,27.476,27.571,31.856,33.772,35.704,37.122,39.311,40.874,42.58,42.294,44.0,47.022,51.757,53.9,55.54,59.461,60.248,61.357,64.11,64.869,66.756,70.841,74.672,82.05,87.736,93.075,97.151,101.534,107.308,113.104,118.217,124.993,133.661,139.464,146.224,153.811,155.444,167.212,175.027,181.318,189.134,195.28,196.141,205.532,204.338,206.777,206.272,209.582,204.219,198.685,199.62,199.458,200.817,198.245,192.972,187.728,185.496,181.242,176.346,169.374,164.385,157.157,153.067,146.462,139.793,133.276,124.42,118.722,115.096,111.198,106.571,92.892,82.516,80.096,72.485,65.397,62.547,61.945,64.576,64.419,57.574,55.656,53.363,51.307:49.663,46.732,43.65,39.958,36.893,36.363,37.095
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017,0.031,0.038,0.055,0.088,0.114,0.14,0.131,0.245,0.316,0.424,0.481,0.531,0.809,1.171,1.411,1.849,2.303,2.253,2.394,2.198,1.901,1.597,1.273,0.797,0.947,0.892,0.857,0.942,1.106,1.123,1.185,1.054,1.232,1.394,1.585,1.573,1.597,1.856,2.394,2.344,2.446,2.498,2.686,3.207,3.419,3.157,3.302,3.552,3.643,4.08,4.031,4.119,4.699,5.322,5.775,6.129,5.848,6.15,7.005,7.338,7.69,8.166,8.989,10.15,10.723,11.014,11.742,13.086,13.755,13.919,14.107,15.223,15.706,16.626,16.817,17.088,16.807,18.877,19.667,21.687,22.898,24.031,25.558,27.476,27.571,31.856,33.772,35.704,37.122,39.311,40.874,42.58,42.294,44.0,47.022,51.757,53.9,55.54,59.461,60.248,61.357,64.11,64.869,66.756,70.841,74.672,82.05,87.736,93.075,97.151,101.534,107.308,113.104,118.217,124.993,133.661,139.464,146.224,153.811,155.444,167.212,175.027,181.318,189.134,195.28,196.141,205.532,204.338,206.777,206.272,209.582,204.219,198.685,199.62,199.458,200.817,198.245,192.972,187.728,185.496,181.242,176.346,169.374,164.385,157.157,153.067,146.462,139.793,133.276,124.42,118.722,115.096,111.198,106.571,92.892,82.516,80.096,72.485,65.397,62.547,61.945,64.576,64.419,57.574,55.656,53.363,51.307,49.663:46.732,43.65,39.958,36.893,36.363,37.095,36.265
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017,0.031,0.038,0.055,0.088,0.114,0.14,0.131,0.245,0.316,0.424,0.481,0.531,0.809,1.171,1.411,1.849,2.303,2.253,2.394,2.198,1.901,1.597,1.273,0.797,0.947,0.892,0.857,0.942,1.106,1.123,1.185,1.054,1.232,1.394,1.585,1.573,1.597,1.856,2.394,2.344,2.446,2.498,2.686,3.207,3.419,3.157,3.302,3.552,3.643,4.08,4.031,4.119,4.699,5.322,5.775,6.129,5.848,6.15,7.005,7.338,7.69,8.166,8.989,10.15,10.723,11.014,11.742,13.086,13.755,13.919,14.107,15.223,15.706,16.626,16.817,17.088,16.807,18.877,19.667,21.687,22.898,24.031,25.558,27.476,27.571,31.856,33.772,35.704,37.122,39.311,40.874,42.58,42.294,44.0,47.022,51.757,53.9,55.54,59.461,60.248,61.357,64.11,64.869,66.756,70.841,74.672,82.05,87.736,93.075,97.151,101.534,107.308,113.104,118.217,124.993,133.661,139.464,146.224,153.811,155.444,167.212,175.027,181.318,189.134,195.28,196.141,205.532,204.338,206.777,206.272,209.582,204.219,198.685,199.62,199.458,200.817,198.245,192.972,187.728,185.496,181.242,176.346,169.374,164.385,157.157,153.067,146.462,139.793,133.276,124.42,118.722,115.096,111.198,106.571,92.892,82.516,80.096,72.485,65.397,62.547,61.945,64.576,64.419,57.574,55.656,53.363,51.307,49.663,46.732:43.65,39.958,36.893,36.363,37.095,36.265,35.437
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017,0.031,0.038,0.055,0.088,0.114,0.14,0.131,0.245,0.316,0.424,0.481,0.531,0.809,1.171,1.411,1.849,2.303,2.253,2.394,2.198,1.901,1.597,1.273,0.797,0.947,0.892,0.857,0.942,1.106,1.123,1.185,1.054,1.232,1.394,1.585,1.573,1.597,1.856,2.394,2.344,2.446,2.498,2.686,3.207,3.419,3.157,3.302,3.552,3.643,4.08,4.031,4.119,4.699,5.322,5.775,6.129,5.848,6.15,7.005,7.338,7.69,8.166,8.989,10.15,10.723,11.014,11.742,13.086,13.755,13.919,14.107,15.223,15.706,16.626,16.817,17.088,16.807,18.877,19.667,21.687,22.898,24.031,25.558,27.476,27.571,31.856,33.772,35.704,37.122,39.311,40.874,42.58,42.294,44.0,47.022,51.757,53.9,55.54,59.461,60.248,61.357,64.11,64.869,66.756,70.841,74.672,82.05,87.736,93.075,97.151,101.534,107.308,113.104,118.217,124.993,133.661,139.464,146.224,153.811,155.444,167.212,175.027,181.318,189.134,195.28,196.141,205.532,204.338,206.777,206.272,209.582,204.219,198.685,199.62,199.458,200.817,198.245,192.972,187.728,185.496,181.242,176.346,169.374,164.385,157.157,153.067,146.462,139.793,133.276,124.42,118.722,115.096,111.198,106.571,92.892,82.516,80.096,72.485,65.397,62.547,61.945,64.576,64.419,57.574,55.656,53.363,51.307,49.663,46.732,43.65:39.958,36.893,36.363,37.095,36.265,35.437,35.045
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017,0.031,0.038,0.055,0.088,0.114,0.14,0.131,0.245,0.316,0.424,0.481,0.531,0.809,1.171,1.411,1.849,2.303,2.253,2.394,2.198,1.901,1.597,1.273,0.797,0.947,0.892,0.857,0.942,1.106,1.123,1.185,1.054,1.232,1.394,1.585,1.573,1.597,1.856,2.394,2.344,2.446,2.498,2.686,3.207,3.419,3.157,3.302,3.552,3.643,4.08,4.031,4.119,4.699,5.322,5.775,6.129,5.848,6.15,7.005,7.338,7.69,8.166,8.989,10.15,10.723,11.014,11.742,13.086,13.755,13.919,14.107,15.223,15.706,16.626,16.817,17.088,16.807,18.877,19.667,21.687,22.898,24.031,25.558,27.476,27.571,31.856,33.772,35.704,37.122,39.311,40.874,42.58,42.294,44.0,47.022,51.757,53.9,55.54,59.461,60.248,61.357,64.11,64.869,66.756,70.841,74.672,82.05,87.736,93.075,97.151,101.534,107.308,113.104,118.217,124.993,133.661,139.464,146.224,153.811,155.444,167.212,175.027,181.318,189.134,195.28,196.141,205.532,204.338,206.777,206.272,209.582,204.219,198.685,199.62,199.458,200.817,198.245,192.972,187.728,185.496,181.242,176.346,169.374,164.385,157.157,153.067,146.462,139.793,133.276,124.42,118.722,115.096,111.198,106.571,92.892,82.516,80.096,72.485,65.397,62.547,61.945,64.576,64.419,57.574,55.656,53.363,51.307,49.663,46.732,43.65,39.958:36.893,36.363,37.095,36.265,35.437,35.045,35.561
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017,0.031,0.038,0.055,0.088,0.114,0.14,0.131,0.245,0.316,0.424,0.481,0.531,0.809,1.171,1.411,1.849,2.303,2.253,2.394,2.198,1.901,1.597,1.273,0.797,0.947,0.892,0.857,0.942,1.106,1.123,1.185,1.054,1.232,1.394,1.585,1.573,1.597,1.856,2.394,2.344,2.446,2.498,2.686,3.207,3.419,3.157,3.302,3.552,3.643,4.08,4.031,4.119,4.699,5.322,5.775,6.129,5.848,6.15,7.005,7.338,7.69,8.166,8.989,10.15,10.723,11.014,11.742,13.086,13.755,13.919,14.107,15.223,15.706,16.626,16.817,17.088,16.807,18.877,19.667,21.687,22.898,24.031,25.558,27.476,27.571,31.856,33.772,35.704,37.122,39.311,40.874,42.58,42.294,44.0,47.022,51.757,53.9,55.54,59.461,60.248,61.357,64.11,64.869,66.756,70.841,74.672,82.05,87.736,93.075,97.151,101.534,107.308,113.104,118.217,124.993,133.661,139.464,146.224,153.811,155.444,167.212,175.027,181.318,189.134,195.28,196.141,205.532,204.338,206.777,206.272,209.582,204.219,198.685,199.62,199.458,200.817,198.245,192.972,187.728,185.496,181.242,176.346,169.374,164.385,157.157,153.067,146.462,139.793,133.276,124.42,118.722,115.096,111.198,106.571,92.892,82.516,80.096,72.485,65.397,62.547,61.945,64.576,64.419,57.574,55.656,53.363,51.307,49.663,46.732,43.65,39.958,36.893:36.363,37.095,36.265,35.437,35.045,35.561,34.102
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017,0.031,0.038,0.055,0.088,0.114,0.14,0.131,0.245,0.316,0.424,0.481,0.531,0.809,1.171,1.411,1.849,2.303,2.253,2.394,2.198,1.901,1.597,1.273,0.797,0.947,0.892,0.857,0.942,1.106,1.123,1.185,1.054,1.232,1.394,1.585,1.573,1.597,1.856,2.394,2.344,2.446,2.498,2.686,3.207,3.419,3.157,3.302,3.552,3.643,4.08,4.031,4.119,4.699,5.322,5.775,6.129,5.848,6.15,7.005,7.338,7.69,8.166,8.989,10.15,10.723,11.014,11.742,13.086,13.755,13.919,14.107,15.223,15.706,16.626,16.817,17.088,16.807,18.877,19.667,21.687,22.898,24.031,25.558,27.476,27.571,31.856,33.772,35.704,37.122,39.311,40.874,42.58,42.294,44.0,47.022,51.757,53.9,55.54,59.461,60.248,61.357,64.11,64.869,66.756,70.841,74.672,82.05,87.736,93.075,97.151,101.534,107.308,113.104,118.217,124.993,133.661,139.464,146.224,153.811,155.444,167.212,175.027,181.318,189.134,195.28,196.141,205.532,204.338,206.777,206.272,209.582,204.219,198.685,199.62,199.458,200.817,198.245,192.972,187.728,185.496,181.242,176.346,169.374,164.385,157.157,153.067,146.462,139.793,133.276,124.42,118.722,115.096,111.198,106.571,92.892,82.516,80.096,72.485,65.397,62.547,61.945,64.576,64.419,57.574,55.656,53.363,51.307,49.663,46.732,43.65,39.958,36.893,36.363:37.095,36.265,35.437,35.045,35.561,34.102,32.028
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017,0.031,0.038,0.055,0.088,0.114,0.14,0.131,0.245,0.316,0.424,0.481,0.531,0.809,1.171,1.411,1.849,2.303,2.253,2.394,2.198,1.901,1.597,1.273,0.797,0.947,0.892,0.857,0.942,1.106,1.123,1.185,1.054,1.232,1.394,1.585,1.573,1.597,1.856,2.394,2.344,2.446,2.498,2.686,3.207,3.419,3.157,3.302,3.552,3.643,4.08,4.031,4.119,4.699,5.322,5.775,6.129,5.848,6.15,7.005,7.338,7.69,8.166,8.989,10.15,10.723,11.014,11.742,13.086,13.755,13.919,14.107,15.223,15.706,16.626,16.817,17.088,16.807,18.877,19.667,21.687,22.898,24.031,25.558,27.476,27.571,31.856,33.772,35.704,37.122,39.311,40.874,42.58,42.294,44.0,47.022,51.757,53.9,55.54,59.461,60.248,61.357,64.11,64.869,66.756,70.841,74.672,82.05,87.736,93.075,97.151,101.534,107.308,113.104,118.217,124.993,133.661,139.464,146.224,153.811,155.444,167.212,175.027,181.318,189.134,195.28,196.141,205.532,204.338,206.777,206.272,209.582,204.219,198.685,199.62,199.458,200.817,198.245,192.972,187.728,185.496,181.242,176.346,169.374,164.385,157.157,153.067,146.462,139.793,133.276,124.42,118.722,115.096,111.198,106.571,92.892,82.516,80.096,72.485,65.397,62.547,61.945,64.576,64.419,57.574,55.656,53.363,51.307,49.663,46.732,43.65,39.958,36.893,36.363,37.095:36.265,35.437,35.045,35.561,34.102,32.028,29.315
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017,0.031,0.038,0.055,0.088,0.114,0.14,0.131,0.245,0.316,0.424,0.481,0.531,0.809,1.171,1.411,1.849,2.303,2.253,2.394,2.198,1.901,1.597,1.273,0.797,0.947,0.892,0.857,0.942,1.106,1.123,1.185,1.054,1.232,1.394,1.585,1.573,1.597,1.856,2.394,2.344,2.446,2.498,2.686,3.207,3.419,3.157,3.302,3.552,3.643,4.08,4.031,4.119,4.699,5.322,5.775,6.129,5.848,6.15,7.005,7.338,7.69,8.166,8.989,10.15,10.723,11.014,11.742,13.086,13.755,13.919,14.107,15.223,15.706,16.626,16.817,17.088,16.807,18.877,19.667,21.687,22.898,24.031,25.558,27.476,27.571,31.856,33.772,35.704,37.122,39.311,40.874,42.58,42.294,44.0,47.022,51.757,53.9,55.54,59.461,60.248,61.357,64.11,64.869,66.756,70.841,74.672,82.05,87.736,93.075,97.151,101.534,107.308,113.104,118.217,124.993,133.661,139.464,146.224,153.811,155.444,167.212,175.027,181.318,189.134,195.28,196.141,205.532,204.338,206.777,206.272,209.582,204.219,198.685,199.62,199.458,200.817,198.245,192.972,187.728,185.496,181.242,176.346,169.374,164.385,157.157,153.067,146.462,139.793,133.276,124.42,118.722,115.096,111.198,106.571,92.892,82.516,80.096,72.485,65.397,62.547,61.945,64.576,64.419,57.574,55.656,53.363,51.307,49.663,46.732,43.65,39.958,36.893,36.363,37.095,36.265:35.437,35.045,35.561,34.102,32.028,29.315,28.984
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017,0.031,0.038,0.055,0.088,0.114,0.14,0.131,0.245,0.316,0.424,0.481,0.531,0.809,1.171,1.411,1.849,2.303,2.253,2.394,2.198,1.901,1.597,1.273,0.797,0.947,0.892,0.857,0.942,1.106,1.123,1.185,1.054,1.232,1.394,1.585,1.573,1.597,1.856,2.394,2.344,2.446,2.498,2.686,3.207,3.419,3.157,3.302,3.552,3.643,4.08,4.031,4.119,4.699,5.322,5.775,6.129,5.848,6.15,7.005,7.338,7.69,8.166,8.989,10.15,10.723,11.014,11.742,13.086,13.755,13.919,14.107,15.223,15.706,16.626,16.817,17.088,16.807,18.877,19.667,21.687,22.898,24.031,25.558,27.476,27.571,31.856,33.772,35.704,37.122,39.311,40.874,42.58,42.294,44.0,47.022,51.757,53.9,55.54,59.461,60.248,61.357,64.11,64.869,66.756,70.841,74.672,82.05,87.736,93.075,97.151,101.534,107.308,113.104,118.217,124.993,133.661,139.464,146.224,153.811,155.444,167.212,175.027,181.318,189.134,195.28,196.141,205.532,204.338,206.777,206.272,209.582,204.219,198.685,199.62,199.458,200.817,198.245,192.972,187.728,185.496,181.242,176.346,169.374,164.385,157.157,153.067,146.462,139.793,133.276,124.42,118.722,115.096,111.198,106.571,92.892,82.516,80.096,72.485,65.397,62.547,61.945,64.576,64.419,57.574,55.656,53.363,51.307,49.663,46.732,43.65,39.958,36.893,36.363,37.095,36.265,35.437:35.045,35.561,34.102,32.028,29.315,28.984,28.161
