-0.056268816308963735817183504650529357604682445526123046875,0.280861867872451653749266142767737619578838348388671875,0.047615898803638867509135934596997685730457305908203125,0.0162099926330304920651936839703921577893197536468505859375
0.043513639180861297950375643495135591365396976470947265625,0.12150625156815364480422658743918873369693756103515625,0.293356082326351852440637912877718918025493621826171875,-0.00895358511086618256979985375210162601433694362640380859375
0.252330539062980807596403565185028128325939178466796875,-0.0612495106233163777442740638434770517051219940185546875,0.22014757778873395022145587063278071582317352294921875,0.0941185104080791423708518550483859144151210784912109375
-0.273020266330907757090784571119002066552639007568359375,0.14751597821522499653923432560986839234828948974609375,0.32823978020947508493776467730640433728694915771484375,-0.0601146807827301898896621423773467540740966796875
0.1389303955966087744666737080478924326598644256591796875,-0.06899615794549689151704541245635482482612133026123046875,-0.25844546524592126868213881607516668736934661865234375,0.060031427086722877195512637626961804926395416259765625
0.025757238053836874203117446313626714982092380523681640625,0.219832723173911281921988347676233388483524322509765625,-0.0698733186295796560028037447409587912261486053466796875,-0.261859405854652560474704614534857682883739471435546875
-0.2006445944100595790704488763367407955229282379150390625,-0.09478885982793106013133410669979639351367950439453125,0.131417901014840132756233970212633721530437469482421875,-0.0097571737520968752910288657176351989619433879852294921875
-0.1634805916796872871099566282282467000186443328857421875,-0.036697389175252830006979110066822613589465618133544921875,0.253296288405428782208872462433646433055400848388671875,0.21112767998273029856903804102330468595027923583984375
0.16061668836257314563198406176525168120861053466796875,0.2327660756190007840249478476835065521299839019775390625,-0.0296520212043740356844256922386193764396011829376220703125,0.135933344220571961091792445586179383099079132080078125
-0.060821384225214360219613496383317396976053714752197265625,0.254746223586177877873382158213644288480281829833984375,0.37876466724475077452183313653222285211086273193359375,0.07665256491264071936342361368588171899318695068359375
-0.087586591385282408506185447549796663224697113037109375,-0.047259728029325577536301494774306775070726871490478515625,0.046461729115564044667596732551828608848154544830322265625,0.495791811536871851462393578913179226219654083251953125
0.412028925035886228744885784180951304733753204345703125,-0.266532191634904103150205401107086800038814544677734375,0.281470535419032052981691549575771205127239227294921875,-0.135325303493535942234160529551445506513118743896484375
0.293560196835526421299533694764249958097934722900390625,0.097027368817159176384024021899676881730556488037109375,-0.34196430525282195400649243310908786952495574951171875,-0.0606139457178150597993493420290178619325160980224609375
-0.2295797455848875845418888275162316858768463134765625,-0.0939409396804707086392483006420661695301532745361328125,-0.1826020458574435512133504744269885122776031494140625,-0.215806335606794075232528484775684773921966552734375
0.3297881235949666756113174415077082812786102294921875,0.1946519009141667311268975026905536651611328125,0.1845905152071696253557320233085192739963531494140625,-0.34213279151145614687123952535330317914485931396484375
-0.054033062243573841409993718798432382754981517791748046875,-0.07401840137796840413120236235045013017952442169189453125,0.0846961741470496909389709117021993733942508697509765625,-0.0659746981597708892497422539236140437424182891845703125
0.24110474638198409191858218036941252648830413818359375,-0.041207017694360241477635753426511655561625957489013671875,0.2172638625024005676333871406313846819102764129638671875,-0.0934274409398310468066739531423081643879413604736328125
-0.03861276659835162494704974278647569008171558380126953125,0.02910296796842480604450287273721187375485897064208984375,0.0988365110533345470056332260355702601373195648193359375,0.12014408505589467546226245531215681694447994232177734375
-0.445820521838760364108367184599046595394611358642578125,0.291439204818031594168559195168199948966503143310546875,-0.11094804100864495699507727977106696926057338714599609375,-0.032512714668393012662495067388590541668236255645751953125
0.059037418487377917031277974047043244354426860809326171875,0.308517058259586252066952738459804095327854156494140625,0.1512873332459234720914764693588949739933013916015625,0.2942687986671561617413317435421049594879150390625
-0.1267784159729321291631976009739446453750133514404296875,-0.03409399929693400499441935380673385225236415863037109375,0.01085561995522627172505725212658944656141102313995361328125,-0.1114484815242541559943134643617668189108371734619140625
-0.061030317538361689155834710618364624679088592529296875,-0.044709039028470086429845053999088122509419918060302734375,-0.145627536826556547300270949563127942383289337158203125,0.08541326711591711029480933348168036900460720062255859375
-0.4476637325964565317093502017087303102016448974609375,0.052986285265278265654842471121810376644134521484375,-0.059224826008074486771715072563893045298755168914794921875,0.1445967249881953409218482420328655280172824859619140625
-0.432726542667589531010463588245329447090625762939453125,-0.1724947075846190724934814397784066386520862579345703125,-0.242952656006010736522426896044635213911533355712890625,0.287165635337530866788569028358324430882930755615234375
0.1867392577140906950727838875536690466105937957763671875,-0.2199569440921535778965534291273797862231731414794921875,0.045502308689015447118464408049476332962512969970703125,-0.1636944405266127500198081179405562579631805419921875
-0.07364087549060092940944599604335962794721126556396484375,-0.2464747924099685849608221133166807703673839569091796875,0.1327000263406472313487682868071715347468852996826171875,0.0164778352644859397979626436381295206956565380096435546875
-0.10266207684519422504987318234270787797868251800537109375,0.11843685344731091912962028800393454730510711669921875,-0.10076786220918741709962063168859458528459072113037109375,-0.0848108696114377169639197973083355464041233062744140625
-0.172375704763514880912822491154656745493412017822265625,0.0164655897639649217989443741316790692508220672607421875,0.1649503721818847135072161336211138404905796051025390625,0.01143649088012154042826029609614124638028442859649658203125
-0.00131583235464592337472800043229881339357234537601470947265625,0.22572887060695234762164318453869782388210296630859375,-0.0767374305165954562202301758588873781263828277587890625,-0.269827334161227561093454596630181185901165008544921875
0.09076743049731257617640522994406637735664844512939453125,-0.1775497123589957482181489467620849609375,0.2465788416670426641541524759304593317210674285888671875,0.282636548553934330296755206290981732308864593505859375
0.057490872636056004896243365465124952606856822967529296875,0.03458847251081619000867561908307834528386592864990234375,0.29822362907216459770864958045422099530696868896484375,0.287530304508015810416310387154226191341876983642578125
-0.10754067973990355522317940994980745017528533935546875,0.233889762630347386451745705926441587507724761962890625,-0.2111983751582377777378241034966777078807353973388671875,-0.186987491513330328363196031205006875097751617431640625
-0.173621804227032161538346599627402611076831817626953125,0.053923167717799196096972735858798841945827007293701171875,0.1967941416822412692422261670799343846738338470458984375,-0.425304257536050667187765839116764254868030548095703125
